71665547,VSGA+VSGA+CR-NTPase1,RHSP,VSGA+VSGA+VSGA+CR-NTPase1,Tc00.1047053506537.299,696,eukaryota>euglenozoa>kinetoplastida,Trypanosoma cruzi strain CL Brener,"retrotransposon hot spot (RHS) protein, partial [Trypanosoma cruzi strain CL Brener]. "
71409815,CR-REase1,-,CR-REase1,Tc00.1047053506325.10,244,eukaryota>euglenozoa>kinetoplastida,Trypanosoma cruzi strain CL Brener,"retrotransposon hot spot (RHS) protein, partial [Trypanosoma cruzi strain CL Brener]. "
71655708,VSGA+VSGA+CR-NTPase1+CR-REase1,RHSP,VSGA+VSGA+CR-NTPase1+CR-REase1,Tc00.1047053509815.10,907,eukaryota>euglenozoa>kinetoplastida,Trypanosoma cruzi strain CL Brener,retrotransposon hot spot (RHS) protein [Trypanosoma cruzi strain CL Brener].
71666855,VSGA+CR-NTPase1+CR-REase1,RHSP,VSGA+CR-NTPase1+Asp-B-Hydro+CR-NTPase1+CR-REase1,Tc00.1047053511585.320,643,eukaryota>euglenozoa>kinetoplastida,Trypanosoma cruzi strain CL Brener,retrotransposon hot spot (RHS) protein [Trypanosoma cruzi strain CL Brener].
71655799,VSGA+VSGA+VSGA+CR-NTPase1+CR-REase1,RHSP,VSGA+VSGA+VSGA+VSGA+CR-NTPase1+CR-REase1,Tc00.1047053509735.120,1072,eukaryota>euglenozoa>kinetoplastida,Trypanosoma cruzi strain CL Brener,retrotransposon hot spot (RHS) protein [Trypanosoma cruzi strain CL Brener].
71419176,VSGA+CR-NTPase1+CR-REase1,RHSP,VSGA+CR-NTPase1+CR-REase1,Tc00.1047053511773.110,823,eukaryota>euglenozoa>kinetoplastida,Trypanosoma cruzi strain CL Brener,retrotransposon hot spot (RHS) protein [Trypanosoma cruzi strain CL Brener].
71650677,VSGA+CR-NTPase1+CR-REase1,RHSP,VSGA+CR-NTPase1+CR-REase1,Tc00.1047053511019.74,687,eukaryota>euglenozoa>kinetoplastida,Trypanosoma cruzi strain CL Brener,retrotransposon hot spot (RHS) protein [Trypanosoma cruzi strain CL Brener].
71650671,VSGA+CR-NTPase1,RHSP,VSGA+CR-NTPase1,Tc00.1047053511019.80,499,eukaryota>euglenozoa>kinetoplastida,Trypanosoma cruzi strain CL Brener,retrotransposon hot spot (RHS) protein [Trypanosoma cruzi strain CL Brener].
71395933,CR-NTPase1+CR-REase1,RHSP,CR-NTPase1+CR-REase1,Tc00.1047053399997.10,350,eukaryota>euglenozoa>kinetoplastida,Trypanosoma cruzi strain CL Brener,"retrotransposon hot spot (RHS) protein, partial [Trypanosoma cruzi strain CL Brener]. "
71417296,VSGA+CR-NTPase1+CR-REase1,RHSP,VSGA+CR-NTPase1+CR-REase1,Tc00.1047053511007.20,703,eukaryota>euglenozoa>kinetoplastida,Trypanosoma cruzi strain CL Brener,retrotransposon hot spot (RHS) protein [Trypanosoma cruzi strain CL Brener].
71658861,VSGA+VSGA+CR-NTPase1+CR-REase1,RHSP,VSGA+VSGA+VSGA+CR-NTPase1+CR-REase1,Tc00.1047053507611.10,946,eukaryota>euglenozoa>kinetoplastida,Trypanosoma cruzi strain CL Brener,retrotransposon hot spot (RHS) protein [Trypanosoma cruzi strain CL Brener].
71654719,VSGA+CR-NTPase1+CR-REase1,RHSP,VSGA+VSGA+CR-NTPase1+CR-REase1,Tc00.1047053511667.20,587,eukaryota>euglenozoa>kinetoplastida,Trypanosoma cruzi strain CL Brener,retrotransposon hot spot (RHS) protein [Trypanosoma cruzi strain CL Brener].
71651003,VSGA+VSGA+CR-NTPase1+CR-REase1,RHSP,VSGA+VSGA+VSGA+CR-NTPase1+CR-REase1,Tc00.1047053506001.90,920,eukaryota>euglenozoa>kinetoplastida,Trypanosoma cruzi strain CL Brener,retrotransposon hot spot (RHS) protein [Trypanosoma cruzi strain CL Brener].
71661170,VSGA+CR-NTPase1+CR-REase1,RHSP,VSGA+CR-NTPase1+CR-REase1,Tc00.1047053508023.40,827,eukaryota>euglenozoa>kinetoplastida,Trypanosoma cruzi strain CL Brener,retrotransposon hot spot (RHS) protein [Trypanosoma cruzi strain CL Brener].
71666691,VSGA+CR-NTPase1,RHSP,VSGA+CR-NTPase1,Tc00.1047053506245.160,557,eukaryota>euglenozoa>kinetoplastida,Trypanosoma cruzi strain CL Brener,retrotransposon hot spot (RHS) protein [Trypanosoma cruzi strain CL Brener].
71652214,VSGA+CR-NTPase1+CR-REase1,RHSP,VSGA+CR-NTPase1+CR-REase1,Tc00.1047053511871.130,631,eukaryota>euglenozoa>kinetoplastida,Trypanosoma cruzi strain CL Brener,retrotransposon hot spot (RHS) protein [Trypanosoma cruzi strain CL Brener].
71417638,VSGA+VSGA+CR-NTPase1+CR-REase1,RHSP,VSGA+VSGA+CR-NTPase1+CR-REase1,Tc00.1047053505919.80,963,eukaryota>euglenozoa>kinetoplastida,Trypanosoma cruzi strain CL Brener,retrotransposon hot spot (RHS) protein [Trypanosoma cruzi strain CL Brener].
71400682,VSGA+VSGA+CR-NTPase1+CR-REase1,RHSP,VSGA+VSGA+VSGA+CR-NTPase1,Tc00.1047053508597.9,754,eukaryota>euglenozoa>kinetoplastida,Trypanosoma cruzi strain CL Brener,"retrotransposon hot spot (RHS) protein, partial [Trypanosoma cruzi strain CL Brener]. "
71412790,VSGA+CR-NTPase1,RHSP,VSGA+CR-NTPase1,Tc00.1047053505609.20,337,eukaryota>euglenozoa>kinetoplastida,Trypanosoma cruzi strain CL Brener,retrotransposon hot spot (RHS) protein [Trypanosoma cruzi strain CL Brener].
71667793,VSGA+VSGA+CR-NTPase1+CR-REase1,DBINO+RHSP,VSGA+VSGA+CR-NTPase1+CR-REase1,Tc00.1047053508479.500,963,eukaryota>euglenozoa>kinetoplastida,Trypanosoma cruzi strain CL Brener,retrotransposon hot spot (RHS) protein [Trypanosoma cruzi strain CL Brener].
71406653,CR-NTPase1+CR-REase1,RHSP,VSGA+CR-NTPase1+CR-REase1,Tc00.1047053506047.20,604,eukaryota>euglenozoa>kinetoplastida,Trypanosoma cruzi strain CL Brener,retrotransposon hot spot (RHS) protein [Trypanosoma cruzi strain CL Brener].
71407619,VSGA+VSGA+CR-NTPase1+CR-REase1,RHSP,VSGA+VSGA+CR-NTPase1+CR-REase1,Tc00.1047053511101.19,925,eukaryota>euglenozoa>kinetoplastida,Trypanosoma cruzi strain CL Brener,retrotransposon hot spot (RHS) protein [Trypanosoma cruzi strain CL Brener].
71410046,VSGA+VSGA+CR-NTPase1+CR-REase1,RHSP,VSGA+VSGA+CR-NTPase1+CR-REase1,Tc00.1047053505373.10,987,eukaryota>euglenozoa>kinetoplastida,Trypanosoma cruzi strain CL Brener,retrotransposon hot spot (RHS) protein [Trypanosoma cruzi strain CL Brener].
71405016,VSGA+CR-NTPase1+CR-REase1,RHSP,VSGA+VSGA+CR-NTPase1+CR-REase1,Tc00.1047053508003.10,590,eukaryota>euglenozoa>kinetoplastida,Trypanosoma cruzi strain CL Brener,retrotransposon hot spot (RHS) protein [Trypanosoma cruzi strain CL Brener].
71649741,VSGA+CR-NTPase1+CR-REase1,RHSP,VSGA+VSGA+CR-NTPase1+CR-REase1,Tc00.1047053509265.10,592,eukaryota>euglenozoa>kinetoplastida,Trypanosoma cruzi strain CL Brener,retrotransposon hot spot (RHS) protein [Trypanosoma cruzi strain CL Brener].
71400624,VSGA+VSGA+CR-NTPase1,RHSP,VSGA+VSGA+VSGA+CR-NTPase1,Tc00.1047053510479.11,567,eukaryota>euglenozoa>kinetoplastida,Trypanosoma cruzi strain CL Brener,"retrotransposon hot spot (RHS) protein, partial [Trypanosoma cruzi strain CL Brener]. "
71406974,CR-REase1,-,CR-REase1,Tc00.1047053503763.10,162,eukaryota>euglenozoa>kinetoplastida,Trypanosoma cruzi strain CL Brener,"retrotransposon hot spot (RHS) protein, partial [Trypanosoma cruzi strain CL Brener]. "
71413221,CR-NTPase1+CR-REase1,RHSP,CR-NTPase1+CR-REase1,Tc00.1047053505207.30,541,eukaryota>euglenozoa>kinetoplastida,Trypanosoma cruzi strain CL Brener,retrotransposon hot spot (RHS) protein [Trypanosoma cruzi strain CL Brener].
71656606,VSGA+VSGA+CR-NTPase1+CR-REase1,Sds3+RHSP,VSGA+VSGA+CR-NTPase1+CR-REase1,Tc00.1047053504109.200,1097,eukaryota>euglenozoa>kinetoplastida,Trypanosoma cruzi strain CL Brener,retrotransposon hot spot (RHS) protein [Trypanosoma cruzi strain CL Brener].
71649502,VSGA+CR-NTPase1+CR-REase1,RHSP,VSGA+CR-NTPase1+CR-REase1,Tc00.1047053508001.70,589,eukaryota>euglenozoa>kinetoplastida,Trypanosoma cruzi strain CL Brener,retrotransposon hot spot (RHS) protein [Trypanosoma cruzi strain CL Brener].
71666348,VSGA+VSGA+CR-NTPase1+CR-REase1,RHSP,VSGA+VSGA+CR-NTPase1+CR-REase1,Tc00.1047053508325.160,980,eukaryota>euglenozoa>kinetoplastida,Trypanosoma cruzi strain CL Brener,retrotransposon hot spot (RHS) protein [Trypanosoma cruzi strain CL Brener].
71422923,VSGA+VSGA+CR-NTPase1+CR-REase1,ARGLU+RHSP,VSGA+VSGA+VSGA+CR-NTPase1+CR-REase1,Tc00.1047053507691.50,872,eukaryota>euglenozoa>kinetoplastida,Trypanosoma cruzi strain CL Brener,retrotransposon hot spot (RHS) protein [Trypanosoma cruzi strain CL Brener].
71409081,VSGA+VSGA+VSGA+VSGA+CR-NTPase1+CR-REase1,RHSP,VSGA+VSGA+VSGA+VSGA+CR-NTPase1+CR-REase1,Tc00.1047053509219.20,1210,eukaryota>euglenozoa>kinetoplastida,Trypanosoma cruzi strain CL Brener,retrotransposon hot spot (RHS) protein [Trypanosoma cruzi strain CL Brener].
71399718,VSGA+VSGA+CR-NTPase1+CR-REase1,RHSP,VSGA+VSGA+CR-NTPase1+CR-REase1,Tc00.1047053503483.9,916,eukaryota>euglenozoa>kinetoplastida,Trypanosoma cruzi strain CL Brener,"retrotransposon hot spot (RHS) protein, partial [Trypanosoma cruzi strain CL Brener]. "
71652536,VSGA+VSGA+CR-NTPase1+CR-REase1,RHSP,VSGA+VSGA+CR-NTPase1+CR-REase1,Tc00.1047053506843.40,974,eukaryota>euglenozoa>kinetoplastida,Trypanosoma cruzi strain CL Brener,retrotransposon hot spot (RHS) protein [Trypanosoma cruzi strain CL Brener].
71654255,VSGA+CR-NTPase1+CR-REase1,RHSP,VSGA+CR-NTPase1+CR-REase1,Tc00.1047053511861.90,631,eukaryota>euglenozoa>kinetoplastida,Trypanosoma cruzi strain CL Brener,retrotransposon hot spot (RHS) protein [Trypanosoma cruzi strain CL Brener].
71402270,CR-NTPase1+CR-REase1,RHSP,CR-NTPase1+CR-REase1,Tc00.1047053507481.10,400,eukaryota>euglenozoa>kinetoplastida,Trypanosoma cruzi strain CL Brener,"retrotransposon hot spot (RHS) protein, partial [Trypanosoma cruzi strain CL Brener]. "
71415340,VSGA+VSGA+CR-NTPase1+CR-REase1,RHSP,VSGA+VSGA+VSGA+CR-NTPase1+CR-REase1,Tc00.1047053507555.80,918,eukaryota>euglenozoa>kinetoplastida,Trypanosoma cruzi strain CL Brener,retrotransposon hot spot (RHS) protein [Trypanosoma cruzi strain CL Brener].
71409846,VSGA+CR-NTPase1,RHSP,VSGA+CR-NTPase1,Tc00.1047053509463.41,403,eukaryota>euglenozoa>kinetoplastida,Trypanosoma cruzi strain CL Brener,"retrotransposon hot spot (RHS) protein, partial [Trypanosoma cruzi strain CL Brener]. "
71402786,VSGA+VSGA+CR-NTPase1+CR-REase1,RHSP,VSGA+VSGA+VSGA+CR-NTPase1+CR-REase1,Tc00.1047053459199.10,939,eukaryota>euglenozoa>kinetoplastida,Trypanosoma cruzi strain CL Brener,retrotransposon hot spot (RHS) protein [Trypanosoma cruzi strain CL Brener].
71407468,VSGA+CR-NTPase1+CR-REase1,RHSP,VSGA+CR-NTPase1,Tc00.1047053511863.4,524,eukaryota>euglenozoa>kinetoplastida,Trypanosoma cruzi strain CL Brener,"retrotransposon hot spot (RHS) protein, partial [Trypanosoma cruzi strain CL Brener]. "
71408860,VSGA+VSGA+CR-NTPase1+CR-REase1,RHSP,VSGA+VSGA+VSGA+CR-NTPase1+CR-REase1,Tc00.1047053511011.10,1004,eukaryota>euglenozoa>kinetoplastida,Trypanosoma cruzi strain CL Brener,retrotransposon hot spot (RHS) protein [Trypanosoma cruzi strain CL Brener].
71650685,VSGA+VSGA+CR-NTPase1,RHSP,VSGA+VSGA+CR-NTPase1,Tc00.1047053511019.13,516,eukaryota>euglenozoa>kinetoplastida,Trypanosoma cruzi strain CL Brener,"retrotransposon hot spot (RHS) protein, partial [Trypanosoma cruzi strain CL Brener]. "
71405429,VSGA+VSGA+CR-NTPase1+CR-REase1,RHSP,VSGA+VSGA+CR-NTPase1+CR-REase1,Tc00.1047053510983.19,912,eukaryota>euglenozoa>kinetoplastida,Trypanosoma cruzi strain CL Brener,retrotransposon hot spot (RHS) protein [Trypanosoma cruzi strain CL Brener].
71418531,VSGA+VSGA+VSGA+CR-NTPase1+CR-REase1,RHSP,VSGA+VSGA+VSGA+CR-NTPase1+CR-REase1,Tc00.1047053510165.110,1053,eukaryota>euglenozoa>kinetoplastida,Trypanosoma cruzi strain CL Brener,retrotransposon hot spot (RHS) protein [Trypanosoma cruzi strain CL Brener].
71666434,VSGA+VSGA+VSGA+CR-NTPase1,RHSP,VSGA+VSGA+VSGA+VSGA+CR-NTPase1,Tc00.1047053509429.4,871,eukaryota>euglenozoa>kinetoplastida,Trypanosoma cruzi strain CL Brener,"retrotransposon hot spot (RHS) protein, partial [Trypanosoma cruzi strain CL Brener]. "
71652525,CR-REase1,Secretin_N_2,CR-REase1,Tc00.1047053508607.10,181,eukaryota>euglenozoa>kinetoplastida,Trypanosoma cruzi strain CL Brener,retrotransposon hot spot (RHS) protein [Trypanosoma cruzi strain CL Brener].
71399410,CR-REase1,-,CR-REase1,Tc00.1047053479847.20,193,eukaryota>euglenozoa>kinetoplastida,Trypanosoma cruzi strain CL Brener,"retrotransposon hot spot (RHS) protein, partial [Trypanosoma cruzi strain CL Brener]. "
71397309,VSGA+CR-NTPase1+CR-REase1,RHSP,VSGA+CR-NTPase1+CR-REase1,Tc00.1047053446325.9,580,eukaryota>euglenozoa>kinetoplastida,Trypanosoma cruzi strain CL Brener,"retrotransposon hot spot (RHS) protein, partial [Trypanosoma cruzi strain CL Brener]. "
71402524,VSGA+VSGA+CR-NTPase1+CR-REase1,RHSP,VSGA+VSGA+CR-NTPase1+CR-REase1,Tc00.1047053504605.10,753,eukaryota>euglenozoa>kinetoplastida,Trypanosoma cruzi strain CL Brener,"retrotransposon hot spot (RHS) protein, partial [Trypanosoma cruzi strain CL Brener]. "
71657639,VSGA+VSGA+CR-NTPase1+CR-REase1,RHSP,VSGA+VSGA+CR-NTPase1+CR-REase1,Tc00.1047053503861.10,946,eukaryota>euglenozoa>kinetoplastida,Trypanosoma cruzi strain CL Brener,retrotransposon hot spot (RHS) protein [Trypanosoma cruzi strain CL Brener].
71665365,VSGA+VSGA+CR-NTPase1+CR-REase1,RHSP,VSGA+VSGA+VSGA+CR-NTPase1+CR-REase1,Tc00.1047053510463.190,918,eukaryota>euglenozoa>kinetoplastida,Trypanosoma cruzi strain CL Brener,retrotransposon hot spot (RHS) protein [Trypanosoma cruzi strain CL Brener].
71658867,VSGA+VSGA+CR-NTPase1+CR-REase1,RHSP,VSGA+VSGA+CR-NTPase1+CR-REase1,Tc00.1047053507611.110,893,eukaryota>euglenozoa>kinetoplastida,Trypanosoma cruzi strain CL Brener,retrotransposon hot spot (RHS) protein [Trypanosoma cruzi strain CL Brener].
71662578,VSGA+CR-NTPase1+CR-REase1,RHSP,VSGA+CR-NTPase1+CR-REase1,Tc00.1047053509437.110,631,eukaryota>euglenozoa>kinetoplastida,Trypanosoma cruzi strain CL Brener,retrotransposon hot spot (RHS) protein [Trypanosoma cruzi strain CL Brener].
71655264,VSGA+VSGA+VSGA+VSGA+VSGA+CR-NTPase1+CR-REase1,RHSP,VSGA+VSGA+VSGA+VSGA+VSGA+CR-NTPase1+CR-REase1,Tc00.1047053507625.10,1382,eukaryota>euglenozoa>kinetoplastida,Trypanosoma cruzi strain CL Brener,retrotransposon hot spot (RHS) protein [Trypanosoma cruzi strain CL Brener].
71652640,VSGA+VSGA+CR-NTPase1+CR-REase1,RHSP,VSGA+VSGA+CR-NTPase1+CR-REase1,Tc00.1047053503957.120,989,eukaryota>euglenozoa>kinetoplastida,Trypanosoma cruzi strain CL Brener,retrotransposon hot spot (RHS) protein [Trypanosoma cruzi strain CL Brener].
71655919,VSGA+CR-NTPase1,RHSP,VSGA+CR-NTPase1,Tc00.1047053508119.140,500,eukaryota>euglenozoa>kinetoplastida,Trypanosoma cruzi strain CL Brener,retrotransposon hot spot (RHS) protein [Trypanosoma cruzi strain CL Brener].
71412337,VSGA+VSGA+CR-NTPase1+CR-REase1,RHSP,VSGA+VSGA+VSGA+CR-NTPase1+CR-REase1,Tc00.1047053508401.20,979,eukaryota>euglenozoa>kinetoplastida,Trypanosoma cruzi strain CL Brener,retrotransposon hot spot (RHS) protein [Trypanosoma cruzi strain CL Brener].
71654368,VSGA+CR-NTPase1+CR-REase1,RHSP,VSGA+CR-NTPase1+CR-REase1,Tc00.1047053509085.120,631,eukaryota>euglenozoa>kinetoplastida,Trypanosoma cruzi strain CL Brener,retrotransposon hot spot (RHS) protein [Trypanosoma cruzi strain CL Brener].
71398852,CR-REase1,RHSP,CR-REase1,Tc00.1047053482425.10,242,eukaryota>euglenozoa>kinetoplastida,Trypanosoma cruzi strain CL Brener,"retrotransposon hot spot (RHS) protein, partial [Trypanosoma cruzi strain CL Brener]. "
71404409,VSGA+VSGA+CR-NTPase1+CR-REase1,RHSP,VSGA+VSGA+CR-NTPase1+CR-REase1,Tc00.1047053410923.20,938,eukaryota>euglenozoa>kinetoplastida,Trypanosoma cruzi strain CL Brener,retrotransposon hot spot (RHS) protein [Trypanosoma cruzi strain CL Brener].
71653598,VSGA+CR-NTPase1+CR-REase1,RHSP,VSGA+CR-NTPase1+CR-REase1,Tc00.1047053511577.180,777,eukaryota>euglenozoa>kinetoplastida,Trypanosoma cruzi strain CL Brener,retrotransposon hot spot (RHS) protein [Trypanosoma cruzi strain CL Brener].
71421813,VSGA+VSGA+CR-NTPase1+CR-REase1,RHSP,VSGA+VSGA+CR-NTPase1+CR-REase1,Tc00.1047053510005.41,920,eukaryota>euglenozoa>kinetoplastida,Trypanosoma cruzi strain CL Brener,retrotransposon hot spot (RHS) protein [Trypanosoma cruzi strain CL Brener].
71425542,VSGA+VSGA+CR-NTPase1+CR-REase1,RHSP,VSGA+VSGA+CR-NTPase1+CR-REase1,Tc00.1047053511587.100,930,eukaryota>euglenozoa>kinetoplastida,Trypanosoma cruzi strain CL Brener,retrotransposon hot spot (RHS) protein [Trypanosoma cruzi strain CL Brener].
71421023,VSGA+VSGA+VSGA+CR-NTPase1+CR-REase1,RHSP,VSGA+VSGA+VSGA+CR-NTPase1+CR-REase1,Tc00.1047053504099.10,1050,eukaryota>euglenozoa>kinetoplastida,Trypanosoma cruzi strain CL Brener,retrotransposon hot spot (RHS) protein [Trypanosoma cruzi strain CL Brener].
71408560,VSGA+VSGA+CR-NTPase1+CR-REase1,RHSP,VSGA+VSGA+CR-NTPase1+CR-REase1,Tc00.1047053507501.10,913,eukaryota>euglenozoa>kinetoplastida,Trypanosoma cruzi strain CL Brener,retrotransposon hot spot (RHS) protein [Trypanosoma cruzi strain CL Brener].
71663332,VSGA+CR-NTPase1+CR-REase1,RHSP,VSGA+VSGA+CR-NTPase1+CR-REase1,Tc00.1047053505997.60,771,eukaryota>euglenozoa>kinetoplastida,Trypanosoma cruzi strain CL Brener,retrotransposon hot spot (RHS) protein [Trypanosoma cruzi strain CL Brener].
71653722,VSGA+CR-NTPase1+CR-REase1,RHSP,VSGA+CR-NTPase1+CR-REase1,Tc00.1047053511301.170,778,eukaryota>euglenozoa>kinetoplastida,Trypanosoma cruzi strain CL Brener,retrotransposon hot spot (RHS) protein [Trypanosoma cruzi strain CL Brener].
71407645,CR-NTPase1,RHSP,CR-NTPase1,Tc00.1047053509457.60,243,eukaryota>euglenozoa>kinetoplastida,Trypanosoma cruzi strain CL Brener,retrotransposon hot spot (RHS) protein [Trypanosoma cruzi strain CL Brener].
71412846,VSGA+VSGA+CR-NTPase1+CR-REase1,RHSP,VSGA+VSGA+CR-NTPase1+CR-REase1,Tc00.1047053511929.30,926,eukaryota>euglenozoa>kinetoplastida,Trypanosoma cruzi strain CL Brener,retrotransposon hot spot (RHS) protein [Trypanosoma cruzi strain CL Brener].
71417304,VSGA+CR-NTPase1+CR-REase1,RHSP,VSGA+VSGA+CR-NTPase1+CR-REase1,Tc00.1047053508285.10,588,eukaryota>euglenozoa>kinetoplastida,Trypanosoma cruzi strain CL Brener,retrotransposon hot spot (RHS) protein [Trypanosoma cruzi strain CL Brener].
71652982,VSGA+VSGA+CR-NTPase1+CR-REase1,DBINO+RHSP,VSGA+VSGA+VSGA+CR-NTPase1+CR-REase1,Tc00.1047053506393.189,758,eukaryota>euglenozoa>kinetoplastida,Trypanosoma cruzi strain CL Brener,"retrotransposon hot spot (RHS) protein, partial [Trypanosoma cruzi strain CL Brener]. "
71400915,CR-REase1,-,CR-REase1,Tc00.1047053506809.5,117,eukaryota>euglenozoa>kinetoplastida,Trypanosoma cruzi strain CL Brener,"retrotransposon hot spot (RHS) protein, partial [Trypanosoma cruzi strain CL Brener]. "
71406227,VSGA+VSGA+CR-NTPase1+CR-REase1,RHSP,VSGA+VSGA+VSGA+CR-NTPase1+CR-REase1,Tc00.1047053463155.20,987,eukaryota>euglenozoa>kinetoplastida,Trypanosoma cruzi strain CL Brener,retrotransposon hot spot (RHS) protein [Trypanosoma cruzi strain CL Brener].
71412397,VSGA+VSGA+CR-NTPase1+CR-REase1,RHSP,VSGA+VSGA+VSGA+CR-NTPase1+CR-REase1,Tc00.1047053511055.20,966,eukaryota>euglenozoa>kinetoplastida,Trypanosoma cruzi strain CL Brener,retrotransposon hot spot (RHS) protein [Trypanosoma cruzi strain CL Brener].
71425636,VSGA+VSGA+CR-NTPase1+CR-REase1,RHSP,VSGA+VSGA+CR-NTPase1+CR-REase1,Tc00.1047053508633.100,906,eukaryota>euglenozoa>kinetoplastida,Trypanosoma cruzi strain CL Brener,retrotransposon hot spot (RHS) protein [Trypanosoma cruzi strain CL Brener].
71653662,VSGA+CR-NTPase1,RHSP,VSGA+CR-NTPase1,Tc00.1047053509259.180,467,eukaryota>euglenozoa>kinetoplastida,Trypanosoma cruzi strain CL Brener,retrotransposon hot spot (RHS) protein [Trypanosoma cruzi strain CL Brener].
71424950,VSGA+CR-NTPase1+CR-REase1,RHSP,VSGA+CR-NTPase1+CR-REase1,Tc00.1047053509163.110,653,eukaryota>euglenozoa>kinetoplastida,Trypanosoma cruzi strain CL Brener,retrotransposon hot spot (RHS) protein [Trypanosoma cruzi strain CL Brener].
71409887,VSGA+CR-NTPase1+CR-REase1,RHSP,VSGA+VSGA+CR-NTPase1+CR-REase1,Tc00.1047053508039.30,660,eukaryota>euglenozoa>kinetoplastida,Trypanosoma cruzi strain CL Brener,retrotransposon hot spot (RHS) protein [Trypanosoma cruzi strain CL Brener].
71653656,VSGA+CR-NTPase1+CR-REase1,RHSP,VSGA+CR-NTPase1+CR-REase1,Tc00.1047053509259.120,592,eukaryota>euglenozoa>kinetoplastida,Trypanosoma cruzi strain CL Brener,retrotransposon hot spot (RHS) protein [Trypanosoma cruzi strain CL Brener].
71415074,CR-NTPase1+CR-REase1,RHSP,VSGA+CR-NTPase1+CR-REase1,Tc00.1047053508071.90,553,eukaryota>euglenozoa>kinetoplastida,Trypanosoma cruzi strain CL Brener,"retrotransposon hot spot (RHS) protein, partial [Trypanosoma cruzi strain CL Brener]. "
71371045,CR-NTPase1+CR-REase1,RHSP,CR-NTPase1,Tc00.1047053445777.10,259,eukaryota>euglenozoa>kinetoplastida,Trypanosoma cruzi strain CL Brener,"retrotransposon hot spot (RHS) protein, partial [Trypanosoma cruzi strain CL Brener]. "
71416826,VSGA+CR-NTPase1+CR-REase1,RHSP,VSGA+VSGA+CR-NTPase1+CR-REase1,Tc00.1047053503447.40,682,eukaryota>euglenozoa>kinetoplastida,Trypanosoma cruzi strain CL Brener,retrotransposon hot spot (RHS) protein [Trypanosoma cruzi strain CL Brener].
71650147,VSGA+CR-NTPase1+CR-REase1,RHSP,VSGA+CR-NTPase1+CR-REase1,Tc00.1047053508559.90,606,eukaryota>euglenozoa>kinetoplastida,Trypanosoma cruzi strain CL Brener,retrotransposon hot spot (RHS) protein [Trypanosoma cruzi strain CL Brener].
71397664,VSGA+CR-NTPase1+CR-REase1,RHSP,VSGA+CR-NTPase1+CR-REase1,Tc00.1047053510845.10,608,eukaryota>euglenozoa>kinetoplastida,Trypanosoma cruzi strain CL Brener,"retrotransposon hot spot (RHS) protein, partial [Trypanosoma cruzi strain CL Brener]. "
71653069,VSGA+VSGA+CR-NTPase1,RHSP,VSGA+VSGA+CR-NTPase1+Asp-B-Hydro+CR-NTPase1,Tc00.1047053506595.149,822,eukaryota>euglenozoa>kinetoplastida,Trypanosoma cruzi strain CL Brener,"retrotransposon hot spot (RHS) protein, partial [Trypanosoma cruzi strain CL Brener]. "
71662788,VSGA+VSGA+CR-NTPase1+CR-REase1,RHSP,VSGA+VSGA+CR-NTPase1+CR-REase1,Tc00.1047053506961.160,1008,eukaryota>euglenozoa>kinetoplastida,Trypanosoma cruzi strain CL Brener,retrotransposon hot spot (RHS) protein [Trypanosoma cruzi strain CL Brener].
71411505,VSGA+VSGA+CR-NTPase1+CR-REase1,RHSP,VSGA+VSGA+CR-NTPase1+CR-REase1,Tc00.1047053506323.30,929,eukaryota>euglenozoa>kinetoplastida,Trypanosoma cruzi strain CL Brener,retrotransposon hot spot (RHS) protein [Trypanosoma cruzi strain CL Brener].
71393083,CR-REase1,-,CR-REase1,Tc00.1047053443403.9,110,eukaryota>euglenozoa>kinetoplastida,Trypanosoma cruzi strain CL Brener,"retrotransposon hot spot (RHS) protein, partial [Trypanosoma cruzi strain CL Brener]. "
71402464,CR-NTPase1+CR-REase1,RHSP,CR-NTPase1+CR-REase1,Tc00.1047053507411.20,336,eukaryota>euglenozoa>kinetoplastida,Trypanosoma cruzi strain CL Brener,"retrotransposon hot spot (RHS) protein, partial [Trypanosoma cruzi strain CL Brener]. "
71404080,VSGA+VSGA+VSGA+VSGA+CR-REase1,RHSP,VSGA+VSGA+VSGA+CR-NTPase1,Tc00.1047053509917.19,605,eukaryota>euglenozoa>kinetoplastida,Trypanosoma cruzi strain CL Brener,"retrotransposon hot spot (RHS) protein, partial [Trypanosoma cruzi strain CL Brener]. "
71657059,VSGA+VSGA+CR-NTPase1+CR-REase1,RHSP,VSGA+VSGA+CR-NTPase1+CR-REase1,Tc00.1047053510175.90,932,eukaryota>euglenozoa>kinetoplastida,Trypanosoma cruzi strain CL Brener,retrotransposon hot spot (RHS) protein [Trypanosoma cruzi strain CL Brener].
71422681,CR-NTPase1+CR-REase1,RHSP,CR-NTPase1+CR-REase1,Tc00.1047053504229.70,557,eukaryota>euglenozoa>kinetoplastida,Trypanosoma cruzi strain CL Brener,retrotransposon hot spot (RHS) protein [Trypanosoma cruzi strain CL Brener].
71653660,VSGA+VSGA+CR-NTPase1+CR-REase1,RHSP,VSGA+VSGA+CR-NTPase1+CR-REase1,Tc00.1047053509259.160,959,eukaryota>euglenozoa>kinetoplastida,Trypanosoma cruzi strain CL Brener,retrotransposon hot spot (RHS) protein [Trypanosoma cruzi strain CL Brener].
